Descrição;Placa do Veículo;Última Quilometragem;Quantidade de Baias;Tamanho da baia;Perfil do veículo;Tipo do veículo;Transportadora;Baias Personalizadas
CARRETA;CLN9533;0;26;42;Recarga;;Ambev;Não
0764;CMW9F57;0;4;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CND3402;0;28;42;Frota Fixa;;TRANSPORTADORA TRANSLECCHI LT;Não
0764;CNT0309;0;28;42;Frota Fixa;;TRANSPORTADORA TRANSLECCHI LT;Não
0764;COB9A48;5555555;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
TRUCK;COD7196;0;10;42;Freteiro;;Ambev;Não
0764;COP3747;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CPD5959;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;CPE5G91;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CAMINHÃO;CPE7214;0;4;42;Recarga;;Ambev;Não
carreta;cpeg591;55;42;42;Frota Fixa;;IMEDIATO TRANSPORTES;Não
0764;CPG7520;0;14;42;Freteiro;;Ambev;Não
;CPG8619;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;CPI7669;5555;26;28;Freteiro;;Ambev;Não
0764;CPJ8536;0;26;42;Freteiro;;Ambev;Não
0764;CPL5959;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CPN7256;0;6;42;Frota Fixa;;Ambev;Não
0764;CPR5E62;0;10;42;Frota Fixa;;Ambev;Não
0764;CQH5J04;0;28;42;Frota Fixa;;Ambev;Não
0764;CQN6D34;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CQU2D76;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;CQU9I33;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CQU9I34;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CRQ4D27;0;28;42;Frota Fixa;;Ambev;Não
0764;CRW0001;852147;2;42;Frota Fixa;;ZUMPY MOBILIDADE URBANA SUSTENTAVEL LTDA;Não
0764;CRW0002;528741;2;42;Frota Fixa;;FSR & Souza Transportes - ME;Não
0764;CRW0003;686868;2;42;Frota Fixa;;ZUMPY MOBILIDADE URBANA SUSTENTAVEL LTDA;Não
0764;CRW0004;0;2;42;Frota Fixa;;ZUMPY MOBILIDADE URBANA SUSTENTAVEL LTDA;Não
0764;CRW0005;66;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW0006;6191;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW0007;6565;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW0008;28975;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW0009;580741;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW0010;6;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW6G01;8797;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW6G02;6484;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW6G03;0;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW6G04;6494;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW6G05;6;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW6G06;0;2;42;Frota Fixa;;ZUMPY MOBILIDADE URBANA SUSTENTAVEL LTDA;Não
0764;CRW6G07;0;2;42;Frota Fixa;;ZUMPY MOBILIDADE URBANA SUSTENTAVEL LTDA;Não
0764;CRW6G08;0;2;42;Frota Fixa;;ZUMPY MOBILIDADE URBANA SUSTENTAVEL LTDA;Não
0764;CRW6G09;0;2;42;Frota Fixa;;ZUMPY MOBILIDADE URBANA SUSTENTAVEL LTDA;Não
0764;CRW6G10;0;2;42;Frota Fixa;;WARECLOUDS LOGISTICA LTDA;Não
0764;CRW6G11;0;2;42;Frota Fixa;;ZUMPY MOBILIDADE URBANA SUSTENTAVEL LTDA;Não
0764;CSB3993;0;10;42;Frota Fixa;;Ambev;Não
REDE IDEAL;CSC2018;0;12;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
REDE IDEAL;CSC2019;0;8;42;Freteiro;;BP ONE PUBLICIDADE E PROPAGANDA;Não
Sider;CSF4H48;5;14;42;Freteiro;;MTR CARGO RODOAEREAS;Não
0764;CSK1335;0;26;42;Freteiro;;Ambev;Não
0764;CSK1355;0;26;42;Freteiro;;Ambev;Não
0764;CSK5616;0;28;42;Freteiro;;SUDESTE TRANSPORTES JUNDIAI LTDA;Não
0764;CSK6348;999999;26;42;Freteiro;;Ambev;Não
0764;CSK6350;55555555;28;42;Freteiro;;SUDESTE TRANSPORTES JUNDIAI LTDA;Não
CARRETA;CSK6459;5555;28;28;Freteiro;;SUDESTE TRANSPORTES JUNDIAI LTDA;Não
0764;CSK6494;0;26;28;Freteiro;;Ambev;Não
0764;CSK6546;5555;26;28;Freteiro;;Ambev;Não
CARRETA;CSK6737;0;28;42;Freteiro;;SUDESTE TRANSPORTES JUNDIAI LTDA;Não
0764;CSL7595;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CSV6786;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;CTR6D67;0;28;42;Frota Fixa;;Ambev;Não
0764;CUC4356;0;28;42;Frota Fixa;;Ambev;Não
0764;CUD2425;0;28;42;Freteiro;;Ambev;Não
0764;CUD6997;55555;26;28;Freteiro;;Ambev;Não
EMPURRADA;CUD6998;0;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
CUD7002;CUD7002;6688;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;CUD7005;0;28;42;Frota Fixa;;Ambev;Não
0764;CUD7006;0;28;42;Frota Fixa;;Ambev;Não
CARRETA;CUD7010;500000;28;28;Frota Fixa;;Ambev;Não
0764;CUD7114;0;26;28;Freteiro;;Ambev;Não
0764;CUD7127;0;28;42;Freteiro;;Ambev;Não
Carreta;CUD7130;0;26;42;Freteiro;;Ambev;Não
0764;CUD7131;0;26;42;Freteiro;;Ambev;Não
0764;CUD7196;5555;10;42;Freteiro;;Ambev;Não
0764;CUD7202;0;10;42;Frota Fixa;;Ambev;Não
truck;CUD7205;0;12;42;Frota Fixa;;Ambev;Não
0764;CUD7207;0;10;42;Frota Fixa;;Ambev;Não
carreta;CUE0213;0;28;42;Frota Fixa;;Ambev;Não
0764;CUE0214;50;28;28;Freteiro;;Ambev;Não
0764;CUF0F96;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CUF5B69;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;CUG2322;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CUH3616;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;CUI6F16;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CUI8J17;0;28;42;Frota Fixa;;Carsten Serviços e Transportes Eireli;Não
0764;CUJ2944;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CUJ7D86;0;28;42;Frota Fixa;;Ambev;Não
0764;CUK1D04;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;CVM1283;0;26;42;Freteiro;;Ambev;Não
11111;CVN1342;0;26;42;Frota Fixa;;SOLIT SOLUÇÕES LOGÍSTICAS INTEGRADA LTDA;Não
Quincho;CVN1885;0;26;42;Freteiro;;Ambev;Não
0764;CVN4169;0;28;42;Frota Fixa;;Ambev;Não
BAU4;CVN6116;0;10;42;Freteiro;;Ambev;Não
CARRETA;CVN7975;0;26;42;Freteiro;;Ambev;Não
CARRETA;CVO1933;88888;26;42;Recarga;;Ambev;Não
0764;CVP9269;0;28;42;Frota Fixa;;Ambev;Não
GENERICA;CVV4040;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
VW/7.100;CVV6836;0;4;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;CYB5J29;0;8;42;Frota Fixa;;Ambev;Não
0764;CYR2976;0;26;42;Freteiro;;Ambev;Não
0764;CYV8219;0;10;42;Freteiro;;Ambev;Não
0764;CZF0E28;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;CZF6E28;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;DAK0B34;3258;4;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;DAK6749;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
1564;DAN6655;0;26;42;Freteiro;;Ambev;Não
0764;DAP4502;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DAP4503;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DAY9J54;0;10;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
Empurrada;DBB9241;5555;28;28;Frota Fixa;;Ambev;Não
CARRETA;DBC2350;0;26;42;Freteiro;;Ambev;Não
carreta;DBC2C74;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DBC7785;0;28;42;Freteiro;;Ambev;Não
H/R4;DBC7J81;5666;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
VW64;DBM5492;0;10;42;Freteiro;;Ambev;Não
0764;DBM5642;0;12;42;Freteiro;;Ambev;Não
0764;DBM7961;0;22;42;Frota Fixa;;Ambev;Não
0764;DCN7062;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
empurrada;dcu1920;5555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DCU4555;0;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;DCU8983;0;42;42;Frota Fixa;;Ambev;Não
0764;DDC4C92;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
;DDD0001;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;DDD2601;11;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DDD2901;0;28;42;Frota Fixa;;TRANSPORTADORA TRANSLECCHI LT;Não
0764;DDX6D57;0;8;42;Frota Fixa;;Ambev;Não
0764;DEB2H91;55555;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEI1833;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEI1C73;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEI1E46;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEI6B65;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEL2881;1324;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEL2891;0;28;42;Frota Fixa;;Carsten Serviços e Transportes Eireli;Não
0764;DER2321;0;26;42;Frota Fixa;;Ambev;Não
0764;DEU0G84;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEU1C73;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEU3H95;0;14;42;Frota Fixa;;Ambev;Não
0764;DEU5J48;555555;28;28;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;DEU6J75;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DEW8J25;0;10;42;Frota Fixa;;Ambev;Não
0764;DFE4555;0;26;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DFK2345;0;26;42;Frota Fixa;;Ambev;Não
0764;DGC0C54;0;28;42;Frota Fixa;;Carsten Serviços e Transportes Eireli;Não
0764;DGN1501;0;28;42;Frota Fixa;;Ambev;Não
0764;DGR1J24;0;10;42;Frota Fixa;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
carreta;DGR3552;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DGT0129;0;10;42;Frota Fixa;;Ambev;Não
FOX4;DGU4A96;5656;28;42;Frota Fixa;;Ambev;Não
0764;DGX9A61;0;28;42;Frota Fixa;;Carsten Serviços e Transportes Eireli;Não
0764;DGY4B79;55555;28;28;Frota Fixa;;Ambev;Não
0764;DGY6304;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DGY6307;0;26;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DHE7717;0;28;42;Frota Fixa;;Ambev;Não
0764;DHK5J43;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DIK8J24;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DIR4189;0;28;42;Frota Fixa;;Ambev;Não
0764;DIT5501;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DIT9I32;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DIZ3J47;5555;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CAMINHAO;DJB3243;99999;12;42;Recarga;;Ambev;Não
0764;DJC1765;0;10;42;Frota Fixa;;Ambev;Não
CDD GUARULHOS;DJC3799;5555555;20;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DJC9405;0;4;42;Frota Fixa;;Ambev;Não
0764;DKH3837;0;28;42;Frota Fixa;;TRANSPORTADORA TRANSLECCHI LT;Não
0764;DKH4J25;0;6;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DKH5J43;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DKU7D07;0;28;42;Frota Fixa;;Ambev;Não
empurrada;dlb1157;0;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
carreta;DLB1I57;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DLC4042;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
VAN4;DMA4878;0;2;42;Freteiro;;Ambev;Não
0764;DMN7C56;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DMR8F91;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DMW7C56;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
;DNE4585;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DNP1064;0;28;42;Frota Fixa;;Ambev;Não
0764;DNP5055;0;28;42;Frota Fixa;;Ambev;Não
0764;DNR2E16;0;28;42;Frota Fixa;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;DNR5652;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
DNS0345;DNS0345;66558;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DOL0D31;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DOM4375;0;28;42;Freteiro;;Ambev;Não
0764;DOU2A64;5555555;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DPB8A98;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
CARRETA;DPD5428;0;26;42;Freteiro;;Ambev;Não
0764;DPE6101;0;28;42;Frota Fixa;;Ambev;Não
HR HDB;DPF5669;5555;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
emourrada;DPL-0402;5555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DPM7C52;214708;2;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;DPP1F98;55;28;28;Frota Fixa;;TAIPASTUR TRANSPORTES TURISTICOS LTD;Não
0764;DPS5730;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;DPS7214;0;12;42;Freteiro;;Ambev;Não
0764;DPU3001;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DQG0534;0;28;42;Frota Fixa;;Ambev;Não
0764;DRG3552;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DRK5D81;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DRN2E16;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DRN5652;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DRT8I06;999;10;42;Frota Fixa;;Ambev;Não
0764;DSA2546;0;28;42;Frota Fixa;;Ambev;Não
0764;DSC2711;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DSG2124;0;10;42;Frota Fixa;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
VUC4;DSH7488;0;6;42;Frota Fixa;;Ambev;Não
0764;DSI9C32;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DSP1584;0;28;42;Frota Fixa;;Ambev;Não
0764;DSP1589;0;28;42;Frota Fixa;;Ambev;Não
0764;DST9C32;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DSU2234;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DSU2284;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DSV4A37;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
toco;DTA5341;0;4;42;Frota Fixa;;Ambev;Não
0764;DTA7405;0;4;42;Freteiro;;Ambev;Não
SR/Fachini;DTB4003;123;22;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;DTB9114;0;22;42;Freteiro;;Ambev;Não
0764;DTC2410;50000000;28;28;Freteiro;;Ambev;Não
CARRETA;DTD3703;0;26;42;Freteiro;;Ambev;Não
G420;DTD3707;88888;26;42;Frota Fixa;;SOLIT SOLUÇÕES LOGÍSTICAS INTEGRADA LTDA;Não
;DTD4545;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;DTD5391;0;26;42;Freteiro;;Ambev;Não
;DTD5417;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;DTD5423;0;26;42;Freteiro;;Ambev;Não
CARRETA;DTD5424;0;26;42;Freteiro;;Ambev;Não
CARRETA;DTD5428;99;26;42;Freteiro;;Ambev;Não
CARRETA;DTD5434;0;26;42;Freteiro;;Ambev;Não
DTD5554;DTD5554;6655;28;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DTD5928;0;26;42;Freteiro;;Ambev;Não
Baú4;DTE1281;0;8;42;Freteiro;;Ambev;Não
BAIADO;DTE3082;0;12;42;Freteiro;;Ambev;Não
0764;DTE3544;0;26;42;Frota Fixa;;Ambev;Não
0764;DTE7E65;0;10;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
;DTL5428;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DTT0952;555555;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DUA6904;0;42;42;Frota Fixa;;Ambev;Não
0764;DUA6905;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DUA8444;0;28;42;Frota Fixa;;Ambev;Não
0764;DUC0871;0;42;42;Frota Fixa;;Ambev;Não
0764;DUO3H95;0;28;42;Frota Fixa;;Ambev;Não
0764;DVD7350;0;28;42;Frota Fixa;;TAIPASTUR TRANSPORTES TURISTICOS LTD;Não
0764;DVH7B33;0;28;42;Frota Fixa;;TAIPASTUR TRANSPORTES TURISTICOS LTD;Não
0764;DVH7D33;0;28;42;Frota Fixa;;TAIPASTUR TRANSPORTES TURISTICOS LTD;Não
0764;DVS4G97;0;4;42;Frota Fixa;;Ambev;Não
;DVS5391;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;DVS7962;0;6;42;Frota Fixa;;Ambev;Não
carreta;DVT0101;0;26;42;Freteiro;;Ambev;Não
0764;DVT1I13;0;28;42;Freteiro;;Ambev;Não
0764;DVT5022;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;DVT6091;0;26;42;Freteiro;;Ambev;Não
CARRETA;DVT7094;5555;26;42;Freteiro;;Ambev;Não
0764;DVT9394;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;DVT9999;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DWE9D52;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DWK3J42;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DWN9720;0;28;42;Frota Fixa;;Ambev;Não
0764;DYB5299;99999;28;42;Frota Fixa;;Ambev;Não
0764;DYD5531;500000;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DYI7781;500000;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
carreta;DYL7781;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DYP9H41;500000;28;28;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DZB9202;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;DZR8805;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
empurrada;e05d38;5555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EAL0363;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EAU9974;0;28;42;Frota Fixa;;Ambev;Não
0764;EBA1872;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
HR HDB;EBG5820;0;2;42;Freteiro;;FSR & Souza Transportes - ME;Não
0764;EBL1379;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;EBY8972;0;26;42;Freteiro;;Ambev;Não
0764;EBY8A63;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ECA7662;0;28;42;Freteiro;;Ambev;Não
0764;ECI1881;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ECM3663;0;10;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
;ECM5091;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM5112;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM5322;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;ECM5765;0;26;42;Freteiro;;Ambev;Não
0764;ECM6491;0;28;42;Freteiro;;Ambev;Não
0764;ECM6808;0;26;42;Freteiro;;Ambev;Não
0764;ECM6809;0;26;42;Freteiro;;Ambev;Não
0764;ECM6821;0;26;42;Freteiro;;Ambev;Não
0764;ECM6825;55555;28;42;Freteiro;;Ambev;Não
0764;ECM7595;0;28;28;Freteiro;;Fabio Alves da Silveira;Não
0764;ECM7691;44;28;42;Frota Fixa;;Ambev;Não
CARRETA;ECM7692;50000;26;42;Freteiro;;Ambev;Não
0764;ECM7698;55555;28;28;Freteiro;;Ambev;Não
CARRETA;ECM7703;50000;26;42;Freteiro;;Ambev;Não
0764;ECM7704;8888;28;42;Frota Fixa;;Ambev;Não
0764;ECM7803;0;26;42;Freteiro;;Ambev;Não
;ECM8608;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;ECM8626;1230;28;42;Freteiro;;Ambev;Não
;ECM9126;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9356;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9357;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9361;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9367;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9373;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9414;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9419;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9422;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
ECM9423;ECM9423;251588;6;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9425;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
ECM9426;ECM9426;0;10;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9428;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9430;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9434;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9435;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9438;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9439;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9440;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9475;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
CARRETA;ECM9484;0;26;42;Freteiro;;Ambev;Não
0764;ECM9491;0;26;42;Freteiro;;Ambev;Não
;ECM9525;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9531;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9543;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
;ECM9855;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;ECM9881;0;26;42;Freteiro;;Ambev;Não
0764;ECN6125;0;28;42;Freteiro;;Ambev;Não
0764;ECN8982;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ECS0J79;655;16;42;Freteiro;;PDV POSITIVA LOGISTICA E TRANSPORTE EIRE;Não
0764;ECU2206;0;28;42;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;ECU8982;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ECV4H22;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ECV6D99;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ECV8982;858;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;ECZ4D68;5555;28;28;Frota Fixa;;UDC SUZANO NEPOMUCENO;Não
0764;ECZ4D98;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EDJ7I23;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EDJ7I24;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EDK9E08;0;28;42;Frota Fixa;;Ambev;Não
0764;EDL6053;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EDO0I95;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EDP3G55;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;EDQ1106;555;26;42;Freteiro;;Ambev;Não
0764;EDT6G55;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
CARRETA;EDY8972;555;28;42;Freteiro;;Ambev;Não
0764;EEC0386;0;10;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EEE3739;99999;28;28;Frota Fixa;;Ambev;Não
;EEEEEE;0;18;42;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EEF0595;0;28;42;Frota Fixa;;Ambev;Não
0764;EEF3508;0;4;42;Frota Fixa;;Ambev;Não
0764;EEM9C29;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
empurrada;ef05d38;555;28;28;Frota Fixa;;Fabio Alves da Silveira;Não
0764;EFD4J12;0;28;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
0764;EFF7844;0;42;42;Frota Fixa;;Transportes Imediato Ltda - Embu;Não
